season,date_code,weekending,region,Total_ILI,Total_Patients_Seen,Percent_ILI,Number_Providers_Reporting
2011-2012,201145,11/12/2011,California,784,36056,2.17,127
2011-2012,201145,11/12/2011,Central,51,1870,2.73,14
2011-2012,201145,11/12/2011,Lower Southern,169,10125,1.67,47
2011-2012,201145,11/12/2011,Northern,52,6177,0.84,18
2011-2012,201145,11/12/2011,Upper Southern,24,6052,0.40,27
2011-2012,201146,11/19/2011,Bay Area,639,12270,5.21,22
2011-2012,201146,11/19/2011,California,992,37756,2.63,123
2011-2012,201146,11/19/2011,Central,56,2200,2.55,14
2011-2012,201146,11/19/2011,Lower Southern,181,10273,1.76,42
2011-2012,201146,11/19/2011,Northern,86,6829,1.26,17
2011-2012,201146,11/19/2011,Upper Southern,30,6184,0.49,28
2011-2012,201147,11/26/2011,Bay Area,379,7048,5.38,20
2011-2012,201147,11/26/2011,California,594,23645,2.51,125
2011-2012,201147,11/26/2011,Central,18,1503,1.20,16
2011-2012,201147,11/26/2011,Lower Southern,118,6890,1.71,43
2011-2012,201147,11/26/2011,Northern,56,3930,1.42,19
2011-2012,201147,11/26/2011,Upper Southern,23,4274,0.54,27
2011-2012,201148,12/03/2011,Bay Area,168,3900,4.31,20
2011-2012,201148,12/03/2011,California,511,30312,1.69,125
2011-2012,201148,12/03/2011,Central,56,2113,2.65,15
2011-2012,201148,12/03/2011,Lower Southern,202,11027,1.83,44
2011-2012,201148,12/03/2011,Northern,58,6989,0.83,19
2011-2012,201148,12/03/2011,Upper Southern,27,6283,0.43,27
2011-2012,201149,12/10/2011,Bay Area,578,8313,6.95,20
2011-2012,201149,12/10/2011,California,883,32659,2.70,128
2011-2012,201149,12/10/2011,Central,49,2268,2.16,16
2011-2012,201149,12/10/2011,Lower Southern,179,9917,1.80,45
2011-2012,201149,12/10/2011,Northern,42,6478,0.65,20
2011-2012,201149,12/10/2011,Upper Southern,35,5683,0.62,27
2011-2012,201150,12/17/2011,Bay Area,581,8248,7.04,21
2011-2012,201150,12/17/2011,California,951,31476,3.02,127
2011-2012,201150,12/17/2011,Central,40,1924,2.08,15
2011-2012,201150,12/17/2011,Lower Southern,231,10016,2.31,46
2011-2012,201150,12/17/2011,Northern,74,6081,1.22,19
2011-2012,201150,12/17/2011,Upper Southern,25,5207,0.48,26
2011-2012,201151,12/24/2011,Bay Area,573,6078,9.43,21
2011-2012,201151,12/24/2011,California,843,23366,3.61,121
2011-2012,201151,12/24/2011,Central,19,858,2.21,14
2011-2012,201151,12/24/2011,Lower Southern,173,7940,2.18,42
2011-2012,201151,12/24/2011,Northern,43,5053,0.85,18
2011-2012,201151,12/24/2011,Upper Southern,35,3437,1.02,26
2011-2012,201152,12/31/2011,Bay Area,496,4460,11.12,21
2011-2012,201152,12/31/2011,California,718,16494,4.35,117
2011-2012,201152,12/31/2011,Central,11,641,1.72,11
2011-2012,201152,12/31/2011,Lower Southern,139,5409,2.57,41
2011-2012,201152,12/31/2011,Northern,53,3788,1.40,18
2011-2012,201152,12/31/2011,Upper Southern,19,2196,0.87,26
2011-2012,201201,01/07/2012,Bay Area,590,6466,9.12,19
2011-2012,201201,01/07/2012,California,854,24359,3.51,122
2011-2012,201201,01/07/2012,Central,30,1580,1.90,14
2011-2012,201201,01/07/2012,Lower Southern,160,7584,2.11,44
2011-2012,201201,01/07/2012,Northern,41,4588,0.89,18
2011-2012,201201,01/07/2012,Upper Southern,33,4141,0.80,27
2011-2012,201202,01/14/2012,Bay Area,573,8493,6.75,22
2011-2012,201202,01/14/2012,California,958,32552,2.94,124
2011-2012,201202,01/14/2012,Central,49,1739,2.82,13
2011-2012,201202,01/14/2012,Lower Southern,259,10396,2.49,45
2011-2012,201202,01/14/2012,Northern,53,6383,0.83,19
2011-2012,201202,01/14/2012,Upper Southern,24,5541,0.43,25
2011-2012,201203,01/21/2012,Bay Area,504,8137,6.19,22
2011-2012,201203,01/21/2012,California,855,31238,2.74,125
2011-2012,201203,01/21/2012,Central,40,1618,2.47,14
2011-2012,201203,01/21/2012,Lower Southern,202,9274,2.18,45
2011-2012,201203,01/21/2012,Northern,53,7164,0.74,18
2011-2012,201203,01/21/2012,Upper Southern,56,5045,1.11,26
2011-2012,201204,01/28/2012,Bay Area,654,8438,7.75,22
2011-2012,201204,01/28/2012,California,1224,34650,3.53,126
2011-2012,201204,01/28/2012,Central,181,2366,7.65,14
2011-2012,201204,01/28/2012,Lower Southern,248,10449,2.37,46
2011-2012,201204,01/28/2012,Northern,102,6927,1.47,19
2011-2012,201204,01/28/2012,Upper Southern,39,6470,0.60,25
2011-2012,201205,02/04/2012,Bay Area,686,8232,8.33,21
2011-2012,201205,02/04/2012,California,1362,36638,3.72,130
2011-2012,201205,02/04/2012,Central,116,2691,4.31,16
2011-2012,201205,02/04/2012,Lower Southern,384,11312,3.39,47
2011-2012,201205,02/04/2012,Northern,112,7429,1.51,19
2011-2012,201205,02/04/2012,Upper Southern,64,6974,0.92,27
2011-2012,201206,02/11/2012,Bay Area,612,9776,6.26,20
2011-2012,201206,02/11/2012,California,1265,38358,3.30,130
2011-2012,201206,02/11/2012,Central,63,2386,2.64,15
2011-2012,201206,02/11/2012,Lower Southern,351,11523,3.05,47
2011-2012,201206,02/11/2012,Northern,170,7496,2.27,19
2011-2012,201206,02/11/2012,Upper Southern,69,7177,0.96,29
2011-2012,201207,02/18/2012,Bay Area,693,9519,7.28,22
2011-2012,201207,02/18/2012,California,1278,35764,3.57,130
2011-2012,201207,02/18/2012,Central,68,2011,3.38,15
2011-2012,201207,02/18/2012,Lower Southern,312,10012,3.12,47
2011-2012,201207,02/18/2012,Northern,162,7417,2.18,19
2011-2012,201207,02/18/2012,Upper Southern,43,6805,0.63,27
2011-2012,201208,02/25/2012,Bay Area,681,8650,7.87,20
2011-2012,201208,02/25/2012,California,1300,30911,4.21,125
2011-2012,201208,02/25/2012,Central,62,2389,2.60,15
2011-2012,201208,02/25/2012,Lower Southern,306,8203,3.73,45
2011-2012,201208,02/25/2012,Northern,186,6428,2.89,17
2011-2012,201208,02/25/2012,Upper Southern,65,5241,1.24,28
2011-2012,201209,03/03/2012,Bay Area,671,9861,6.80,20
2011-2012,201209,03/03/2012,California,1253,35393,3.54,127
2011-2012,201209,03/03/2012,Central,59,2247,2.63,15
2011-2012,201209,03/03/2012,Lower Southern,314,10445,3.01,46
2011-2012,201209,03/03/2012,Northern,153,7277,2.10,19
2011-2012,201209,03/03/2012,Upper Southern,56,5563,1.01,27
2011-2012,201210,03/10/2012,Bay Area,179,4303,4.16,19
2011-2012,201210,03/10/2012,California,812,30156,2.69,128
2011-2012,201210,03/10/2012,Central,52,2374,2.19,15
2011-2012,201210,03/10/2012,Lower Southern,286,10421,2.74,46
2011-2012,201210,03/10/2012,Northern,196,7271,2.70,19
2011-2012,201210,03/10/2012,Upper Southern,99,5787,1.71,29
2011-2012,201211,03/17/2012,Bay Area,202,4161,4.85,18
2011-2012,201211,03/17/2012,California,920,29445,3.12,128
2011-2012,201211,03/17/2012,Central,108,2082,5.19,16
2011-2012,201211,03/17/2012,Lower Southern,268,10940,2.45,47
2011-2012,201211,03/17/2012,Northern,243,7011,3.47,19
2011-2012,201211,03/17/2012,Upper Southern,99,5251,1.89,28
2011-2012,201212,03/24/2012,Bay Area,192,3932,4.88,17
2011-2012,201212,03/24/2012,California,819,28919,2.83,124
2011-2012,201212,03/24/2012,Central,90,2662,3.38,15
2011-2012,201212,03/24/2012,Lower Southern,272,10909,2.49,47
2011-2012,201212,03/24/2012,Northern,163,6217,2.62,16
2011-2012,201212,03/24/2012,Upper Southern,102,5199,1.96,29
2011-2012,201213,03/31/2012,Bay Area,632,8429,7.50,19
2011-2012,201213,03/31/2012,California,1229,31522,3.90,127
2011-2012,201213,03/31/2012,Central,92,2434,3.78,15
2011-2012,201213,03/31/2012,Lower Southern,246,9804,2.51,45
2011-2012,201213,03/31/2012,Northern,162,6395,2.53,18
2011-2012,201213,03/31/2012,Upper Southern,97,4460,2.17,30
2011-2012,201214,04/07/2012,Bay Area,513,8886,5.77,19
2011-2012,201214,04/07/2012,California,952,31822,2.99,120
2011-2012,201214,04/07/2012,Central,40,1921,2.08,13
2011-2012,201214,04/07/2012,Lower Southern,229,8967,2.55,39
2011-2012,201214,04/07/2012,Northern,114,6604,1.73,18
2011-2012,201214,04/07/2012,Upper Southern,56,5444,1.03,31
2011-2012,201215,04/14/2012,Bay Area,535,9059,5.91,18
2011-2012,201215,04/14/2012,California,927,32278,2.87,118
2011-2012,201215,04/14/2012,Central,46,1830,2.51,13
2011-2012,201215,04/14/2012,Lower Southern,202,9936,2.03,42
2011-2012,201215,04/14/2012,Northern,90,6610,1.36,16
2011-2012,201215,04/14/2012,Upper Southern,54,4843,1.12,29
2011-2012,201216,04/21/2012,Bay Area,397,9217,4.31,16
2011-2012,201216,04/21/2012,California,717,33333,2.15,116
2011-2012,201216,04/21/2012,Central,30,2145,1.40,13
2011-2012,201216,04/21/2012,Lower Southern,169,9861,1.71,43
2011-2012,201216,04/21/2012,Northern,89,6931,1.28,16
2011-2012,201216,04/21/2012,Upper Southern,32,5179,0.62,28
2011-2012,201217,04/28/2012,Bay Area,450,8999,5.00,16
2011-2012,201217,04/28/2012,California,693,32178,2.15,113
2011-2012,201217,04/28/2012,Central,31,1630,1.90,14
2011-2012,201217,04/28/2012,Lower Southern,128,9693,1.32,40
2011-2012,201217,04/28/2012,Northern,53,6738,0.79,15
2011-2012,201217,04/28/2012,Upper Southern,31,5118,0.61,28
2011-2012,201218,05/05/2012,Bay Area,464,8908,5.21,16
2011-2012,201218,05/05/2012,California,732,31003,2.36,107
2011-2012,201218,05/05/2012,Central,18,1967,0.92,12
2011-2012,201218,05/05/2012,Lower Southern,169,8715,1.94,37
2011-2012,201218,05/05/2012,Northern,67,6571,1.02,15
2011-2012,201218,05/05/2012,Upper Southern,14,4842,0.29,27
2011-2012,201219,05/12/2012,Bay Area,439,8976,4.89,16
2011-2012,201219,05/12/2012,California,727,30903,2.35,99
2011-2012,201219,05/12/2012,Central,10,1463,0.68,8
2011-2012,201219,05/12/2012,Lower Southern,152,8900,1.71,36
2011-2012,201219,05/12/2012,Northern,112,6595,1.70,13
2011-2012,201219,05/12/2012,Upper Southern,14,4969,0.28,26
2011-2012,201220,05/19/2012,Bay Area,413,8154,5.06,14
2011-2012,201220,05/19/2012,California,613,29971,2.05,94
2011-2012,201220,05/19/2012,Central,16,1699,0.94,8
2011-2012,201220,05/19/2012,Lower Southern,144,9642,1.49,35
2011-2012,201220,05/19/2012,Northern,32,6473,0.49,13
2011-2012,201220,05/19/2012,Upper Southern,8,4003,0.20,24
2011-2012,201221,05/26/2012,Bay Area,409,7925,5.16,15
2011-2012,201221,05/26/2012,California,593,26641,2.23,91
2011-2012,201221,05/26/2012,Central,10,1252,0.80,7
2011-2012,201221,05/26/2012,Lower Southern,107,7960,1.34,34
2011-2012,201221,05/26/2012,Northern,56,5826,0.96,13
2011-2012,201221,05/26/2012,Upper Southern,11,3678,0.30,22
2011-2012,201222,06/02/2012,Bay Area,361,6867,5.26,14
2011-2012,201222,06/02/2012,California,465,20999,2.21,89
2011-2012,201222,06/02/2012,Central,5,881,0.57,6
2011-2012,201222,06/02/2012,Lower Southern,70,6745,1.04,36
2011-2012,201222,06/02/2012,Northern,23,4591,0.50,13
2011-2012,201222,06/02/2012,Upper Southern,6,1915,0.31,20
2011-2012,201223,06/09/2012,Bay Area,358,7862,4.55,14
2011-2012,201223,06/09/2012,California,497,24661,2.02,88
2011-2012,201223,06/09/2012,Central,8,1001,0.80,6
2011-2012,201223,06/09/2012,Lower Southern,94,8332,1.13,35
2011-2012,201223,06/09/2012,Northern,36,5138,0.70,13
2011-2012,201223,06/09/2012,Upper Southern,1,2328,0.04,20
2011-2012,201224,06/16/2012,Bay Area,313,7995,3.91,13
2011-2012,201224,06/16/2012,California,466,25707,1.81,88
2011-2012,201224,06/16/2012,Central,10,1072,0.93,6
2011-2012,201224,06/16/2012,Lower Southern,103,9197,1.12,37
2011-2012,201224,06/16/2012,Northern,34,5333,0.64,12
2011-2012,201224,06/16/2012,Upper Southern,6,2110,0.28,20
2011-2012,201225,06/23/2012,Bay Area,343,7264,4.72,12
2011-2012,201225,06/23/2012,California,482,23649,2.04,85
2011-2012,201225,06/23/2012,Central,7,641,1.09,6
2011-2012,201225,06/23/2012,Lower Southern,95,7714,1.23,35
2011-2012,201225,06/23/2012,Northern,26,5129,0.51,12
2011-2012,201225,06/23/2012,Upper Southern,11,2901,0.38,20
2011-2012,201226,06/30/2012,Bay Area,304,6795,4.47,12
2011-2012,201226,06/30/2012,California,411,21920,1.88,80
2011-2012,201226,06/30/2012,Central,5,529,0.95,5
2011-2012,201226,06/30/2012,Lower Southern,83,7361,1.13,34
2011-2012,201226,06/30/2012,Northern,17,4293,0.40,10
2011-2012,201226,06/30/2012,Upper Southern,2,2942,0.07,19
2011-2012,201227,07/07/2012,Bay Area,259,5784,4.48,11
2011-2012,201227,07/07/2012,California,365,18877,1.93,81
2011-2012,201227,07/07/2012,Central,6,477,1.26,6
2011-2012,201227,07/07/2012,Lower Southern,80,6452,1.24,34
2011-2012,201227,07/07/2012,Northern,13,3421,0.38,10
2011-2012,201227,07/07/2012,Upper Southern,7,2743,0.26,20
2011-2012,201228,07/14/2012,Bay Area,273,7104,3.84,10
2011-2012,201228,07/14/2012,California,390,21351,1.83,74
2011-2012,201228,07/14/2012,Central,11,662,1.66,6
2011-2012,201228,07/14/2012,Lower Southern,77,7133,1.08,32
2011-2012,201228,07/14/2012,Northern,20,4223,0.47,10
2011-2012,201228,07/14/2012,Upper Southern,9,2229,0.40,16
2011-2012,201229,07/21/2012,Bay Area,259,6978,3.71,10
2011-2012,201229,07/21/2012,California,357,21086,1.69,76
2011-2012,201229,07/21/2012,Central,8,295,2.71,5
2011-2012,201229,07/21/2012,Lower Southern,63,6898,0.91,32
2011-2012,201229,07/21/2012,Northern,24,4975,0.48,11
2011-2012,201229,07/21/2012,Upper Southern,3,1940,0.15,18
2011-2012,201230,07/28/2012,Bay Area,250,6929,3.61,10
2011-2012,201230,07/28/2012,California,354,21009,1.68,76
2011-2012,201230,07/28/2012,Central,8,245,3.27,4
2011-2012,201230,07/28/2012,Lower Southern,73,6591,1.11,33
2011-2012,201230,07/28/2012,Northern,16,4449,0.36,10
2011-2012,201230,07/28/2012,Upper Southern,7,2795,0.25,19
2011-2012,201231,08/04/2012,Bay Area,258,6379,4.04,10
2011-2012,201231,08/04/2012,California,362,20636,1.75,77
2011-2012,201231,08/04/2012,Central,2,398,0.50,5
2011-2012,201231,08/04/2012,Lower Southern,81,6535,1.24,32
2011-2012,201231,08/04/2012,Northern,19,4370,0.43,10
2011-2012,201231,08/04/2012,Upper Southern,2,2954,0.07,20
2011-2012,201232,08/11/2012,Bay Area,238,6556,3.63,9
2011-2012,201232,08/11/2012,California,342,20835,1.64,73
2011-2012,201232,08/11/2012,Central,2,322,0.62,4
2011-2012,201232,08/11/2012,Lower Southern,67,7696,0.87,32
2011-2012,201232,08/11/2012,Northern,33,4520,0.73,10
2011-2012,201232,08/11/2012,Upper Southern,2,1741,0.11,18
2011-2012,201233,08/18/2012,Bay Area,19,1761,1.08,8
2011-2012,201233,08/18/2012,California,160,14858,1.08,70
2011-2012,201233,08/18/2012,Central,12,374,3.21,5
2011-2012,201233,08/18/2012,Lower Southern,107,6769,1.58,32
2011-2012,201233,08/18/2012,Northern,16,4120,0.39,9
2011-2012,201233,08/18/2012,Upper Southern,6,1834,0.33,16
2011-2012,201234,08/25/2012,Bay Area,271,7002,3.87,11
2011-2012,201234,08/25/2012,California,411,21819,1.88,73
2011-2012,201234,08/25/2012,Central,4,190,2.11,3
2011-2012,201234,08/25/2012,Lower Southern,112,6840,1.64,32
2011-2012,201234,08/25/2012,Northern,16,4968,0.32,9
2011-2012,201234,08/25/2012,Upper Southern,8,2819,0.28,18
2011-2012,201235,09/01/2012,Bay Area,333,7551,4.41,10
2011-2012,201235,09/01/2012,California,525,26043,2.02,74
2011-2012,201235,09/01/2012,Central,16,801,2.00,5
2011-2012,201235,09/01/2012,Lower Southern,146,8369,1.74,32
2011-2012,201235,09/01/2012,Northern,21,5323,0.39,9
2011-2012,201235,09/01/2012,Upper Southern,9,3999,0.23,18
2011-2012,201236,09/08/2012,Bay Area,397,6701,5.92,9
2011-2012,201236,09/08/2012,California,543,23378,2.32,76
2011-2012,201236,09/08/2012,Central,23,666,3.45,5
2011-2012,201236,09/08/2012,Lower Southern,87,7489,1.16,33
2011-2012,201236,09/08/2012,Northern,30,4806,0.62,9
2011-2012,201236,09/08/2012,Upper Southern,6,3716,0.16,20
2011-2012,201237,09/15/2012,Bay Area,411,8229,4.99,9
2011-2012,201237,09/15/2012,California,627,27935,2.24,75
2011-2012,201237,09/15/2012,Central,34,850,4.00,5
2011-2012,201237,09/15/2012,Lower Southern,131,8730,1.50,33
2011-2012,201237,09/15/2012,Northern,45,5657,0.80,9
2011-2012,201237,09/15/2012,Upper Southern,6,4469,0.13,19
2011-2012,201238,09/22/2012,Bay Area,451,8389,5.38,10
2011-2012,201238,09/22/2012,California,678,27792,2.44,73
2011-2012,201238,09/22/2012,Central,36,1002,3.59,6
2011-2012,201238,09/22/2012,Lower Southern,154,8889,1.73,31
2011-2012,201238,09/22/2012,Northern,33,5560,0.59,9
2011-2012,201238,09/22/2012,Upper Southern,4,3952,0.10,17
2011-2012,201239,09/29/2012,Bay Area,477,8300,5.75,9
2011-2012,201239,09/29/2012,California,656,27223,2.41,69
2011-2012,201239,09/29/2012,Central,26,689,3.77,5
2011-2012,201239,09/29/2012,Lower Southern,109,8352,1.31,30
2011-2012,201239,09/29/2012,Northern,37,6066,0.61,9
2011-2012,201239,09/29/2012,Upper Southern,7,3816,0.18,16
2012-2013,201240,10/06/2012,Bay Area,434,9134,4.75,17
2012-2013,201240,10/06/2012,California,720,34264,2.10,124
2012-2013,201240,10/06/2012,Central,45,1983,2.27,16
2012-2013,201240,10/06/2012,Lower Southern,151,10097,1.50,42
2012-2013,201240,10/06/2012,Northern,65,7150,0.91,20
2012-2013,201240,10/06/2012,Upper Southern,25,5900,0.42,29
2012-2013,201241,10/13/2012,Bay Area,472,9241,5.11,17
2012-2013,201241,10/13/2012,California,781,34481,2.27,124
2012-2013,201241,10/13/2012,Central,61,1705,3.58,15
2012-2013,201241,10/13/2012,Lower Southern,158,10313,1.53,42
2012-2013,201241,10/13/2012,Northern,69,7035,0.98,19
2012-2013,201241,10/13/2012,Upper Southern,21,6187,0.34,31
2012-2013,201242,10/20/2012,Bay Area,489,9275,5.27,18
2012-2013,201242,10/20/2012,California,840,35639,2.36,127
2012-2013,201242,10/20/2012,Central,48,1653,2.90,15
2012-2013,201242,10/20/2012,Lower Southern,179,10301,1.74,42
2012-2013,201242,10/20/2012,Northern,82,7394,1.11,20
2012-2013,201242,10/20/2012,Upper Southern,42,7016,0.60,32
2012-2013,201243,10/27/2012,Bay Area,489,9059,5.40,17
2012-2013,201243,10/27/2012,California,812,34236,2.37,123
2012-2013,201243,10/27/2012,Central,48,1788,2.68,14
2012-2013,201243,10/27/2012,Lower Southern,143,9235,1.55,40
2012-2013,201243,10/27/2012,Northern,71,7152,0.99,21
2012-2013,201243,10/27/2012,Upper Southern,61,7002,0.87,31
2012-2013,201244,11/03/2012,Bay Area,498,9482,5.25,18
2012-2013,201244,11/03/2012,California,853,35301,2.42,121
2012-2013,201244,11/03/2012,Central,51,1346,3.79,12
2012-2013,201244,11/03/2012,Lower Southern,172,9800,1.76,39
2012-2013,201244,11/03/2012,Northern,65,7440,0.87,20
2012-2013,201244,11/03/2012,Upper Southern,67,7233,0.93,32
2012-2013,201245,11/10/2012,Bay Area,525,9549,5.50,16
2012-2013,201245,11/10/2012,California,909,35486,2.56,121
2012-2013,201245,11/10/2012,Central,51,1101,4.63,12
2012-2013,201245,11/10/2012,Lower Southern,163,10312,1.58,42
2012-2013,201245,11/10/2012,Northern,99,7724,1.28,22
2012-2013,201245,11/10/2012,Upper Southern,71,6800,1.04,29
2012-2013,201246,11/17/2012,Bay Area,532,9073,5.86,18
2012-2013,201246,11/17/2012,California,857,34115,2.51,124
2012-2013,201246,11/17/2012,Central,62,1294,4.79,12
2012-2013,201246,11/17/2012,Lower Southern,109,10347,1.05,42
2012-2013,201246,11/17/2012,Northern,75,6765,1.11,22
2012-2013,201246,11/17/2012,Upper Southern,79,6636,1.19,30
2012-2013,201247,11/24/2012,Bay Area,373,5472,6.82,16
2012-2013,201247,11/24/2012,California,639,23403,2.73,124
2012-2013,201247,11/24/2012,Central,26,507,5.13,13
2012-2013,201247,11/24/2012,Lower Southern,135,7437,1.82,42
2012-2013,201247,11/24/2012,Northern,61,5081,1.20,22
2012-2013,201247,11/24/2012,Upper Southern,44,4906,0.90,31
2012-2013,201248,12/01/2012,Bay Area,600,9556,6.28,17
2012-2013,201248,12/01/2012,California,946,36908,2.56,130
2012-2013,201248,12/01/2012,Central,46,1807,2.55,15
2012-2013,201248,12/01/2012,Lower Southern,166,11009,1.51,45
2012-2013,201248,12/01/2012,Northern,81,7278,1.11,22
2012-2013,201248,12/01/2012,Upper Southern,53,7258,0.73,31
2012-2013,201249,12/08/2012,Bay Area,560,9364,5.98,17
2012-2013,201249,12/08/2012,California,905,36798,2.46,129
2012-2013,201249,12/08/2012,Central,38,1772,2.14,16
2012-2013,201249,12/08/2012,Lower Southern,164,11301,1.45,46
2012-2013,201249,12/08/2012,Northern,84,7438,1.13,22
2012-2013,201249,12/08/2012,Upper Southern,59,6923,0.85,28
2012-2013,201250,12/15/2012,Bay Area,535,8917,6.00,16
2012-2013,201250,12/15/2012,California,920,33961,2.71,127
2012-2013,201250,12/15/2012,Central,29,1102,2.63,13
2012-2013,201250,12/15/2012,Lower Southern,209,10997,1.90,47
2012-2013,201250,12/15/2012,Northern,95,7273,1.31,22
2012-2013,201250,12/15/2012,Upper Southern,52,5672,0.92,29
2012-2013,201251,12/22/2012,Bay Area,645,8449,7.63,16
2012-2013,201251,12/22/2012,California,1027,30606,3.36,119
2012-2013,201251,12/22/2012,Central,16,1140,1.40,13
2012-2013,201251,12/22/2012,Lower Southern,209,10210,2.05,42
2012-2013,201251,12/22/2012,Northern,109,6148,1.77,22
2012-2013,201251,12/22/2012,Upper Southern,48,4659,1.03,26
2012-2013,201252,12/29/2012,Bay Area,551,4205,13.10,15
2012-2013,201252,12/29/2012,California,957,17412,5.50,111
